order_number,customer_key,product_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO72458,10263,295,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72458,10263,104,12/6/2013,12/13/2013,12/18/2013,10,1,10
SO72458,10263,276,12/6/2013,12/13/2013,12/18/2013,54,1,54
SO72459,7978,274,12/6/2013,12/13/2013,12/18/2013,70,1,70
SO72459,7978,249,12/6/2013,12/13/2013,12/18/2013,50,1,50
SO72459,7978,166,12/6/2013,12/13/2013,12/18/2013,9,1,9
SO72460,7551,295,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72460,7551,244,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72460,7551,233,12/6/2013,12/13/2013,12/18/2013,24,1,24
SO72461,5924,295,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72461,5924,247,12/6/2013,12/13/2013,12/18/2013,55,1,55
SO72462,12010,289,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72462,12010,259,12/6/2013,12/13/2013,12/18/2013,2,1,2
SO72463,4836,289,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72463,4836,244,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72463,4836,278,12/6/2013,12/13/2013,12/18/2013,54,1,54
SO72464,3409,174,12/6/2013,12/13/2013,12/18/2013,22,1,22
SO72464,3409,244,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72464,3409,280,12/6/2013,12/13/2013,12/18/2013,9,1,9
SO72465,2935,174,12/6/2013,12/13/2013,12/18/2013,22,1,22
SO72465,2935,280,12/6/2013,12/13/2013,12/18/2013,9,1,9
SO72466,5403,289,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72467,7139,174,12/6/2013,12/13/2013,12/18/2013,22,1,22
SO72467,7139,275,12/6/2013,12/13/2013,12/18/2013,54,1,54
SO72468,14688,290,12/6/2013,12/13/2013,12/18/2013,4,1,4
SO72468,14688,279,12/6/2013,12/13/2013,12/18/2013,9,1,9
SO72469,9138,283,12/6/2013,12/13/2013,12/18/2013,30,1,30
SO72469,9138,289,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72469,9138,166,12/6/2013,12/13/2013,12/18/2013,9,1,9
SO72469,9138,246,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72470,9907,283,12/6/2013,12/13/2013,12/18/2013,30,1,30
SO72470,9907,259,12/6/2013,12/13/2013,12/18/2013,2,1,2
SO72471,15878,290,12/6/2013,12/13/2013,12/18/2013,4,1,4
SO72471,15878,246,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72472,14316,290,12/6/2013,12/13/2013,12/18/2013,4,1,4
SO72472,14316,259,12/6/2013,12/13/2013,12/18/2013,2,1,2
SO72473,11806,290,12/6/2013,12/13/2013,12/18/2013,4,1,4
SO72474,5044,291,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72474,5044,245,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72475,167,289,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72475,167,284,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72476,86,284,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72476,86,289,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72476,86,244,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72477,849,284,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72477,849,289,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72477,849,259,12/6/2013,12/13/2013,12/18/2013,2,1,2
SO72478,2202,284,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72478,2202,289,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72478,2202,259,12/6/2013,12/13/2013,12/18/2013,2,1,2
SO72478,2202,168,12/6/2013,12/13/2013,12/18/2013,8,1,8
SO72479,7861,125,12/6/2013,12/13/2013,12/18/2013,2320,1,2320
SO72479,7861,289,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72479,7861,284,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72479,7861,244,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72480,7538,121,12/6/2013,12/13/2013,12/18/2013,2295,1,2295
SO72481,4467,116,12/6/2013,12/13/2013,12/18/2013,769,1,769
SO72481,4467,246,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72482,7513,121,12/6/2013,12/13/2013,12/18/2013,2295,1,2295
SO72482,7513,247,12/6/2013,12/13/2013,12/18/2013,55,1,55
SO72483,7396,125,12/6/2013,12/13/2013,12/18/2013,2320,1,2320
SO72483,7396,247,12/6/2013,12/13/2013,12/18/2013,55,1,55
SO72484,5658,123,12/6/2013,12/13/2013,12/18/2013,2320,1,2320
SO72484,5658,259,12/6/2013,12/13/2013,12/18/2013,2,1,2
SO72485,5030,135,12/6/2013,12/13/2013,12/18/2013,1701,1,1701
SO72485,5030,244,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72486,11909,141,12/6/2013,12/13/2013,12/18/2013,2443,1,2443
SO72486,11909,287,12/6/2013,12/13/2013,12/18/2013,33,1,33
SO72486,11909,290,12/6/2013,12/13/2013,12/18/2013,4,1,4
SO72487,11858,142,12/6/2013,12/13/2013,12/18/2013,2443,1,2443
SO72488,11989,136,12/6/2013,12/13/2013,12/18/2013,1701,1,1701
SO72488,11989,248,12/6/2013,12/13/2013,12/18/2013,50,1,50
SO72489,5026,137,12/6/2013,12/13/2013,12/18/2013,1701,1,1701
SO72489,5026,245,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72489,5026,234,12/6/2013,12/13/2013,12/18/2013,24,1,24
SO72490,15572,130,12/6/2013,12/13/2013,12/18/2013,1120,1,1120
SO72490,15572,246,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72491,16703,131,12/6/2013,12/13/2013,12/18/2013,1120,1,1120
SO72491,16703,245,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72492,2022,108,12/6/2013,12/13/2013,12/18/2013,540,1,540
SO72492,2022,174,12/6/2013,12/13/2013,12/18/2013,22,1,22
SO72492,2022,244,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72493,3013,124,12/6/2013,12/13/2013,12/18/2013,2320,1,2320
SO72493,3013,284,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72493,3013,289,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72493,3013,292,12/6/2013,12/13/2013,12/18/2013,64,1,64
SO72494,6329,117,12/6/2013,12/13/2013,12/18/2013,769,1,769
SO72494,6329,295,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72494,6329,244,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72495,2112,120,12/6/2013,12/13/2013,12/18/2013,2295,1,2295
SO72495,2112,174,12/6/2013,12/13/2013,12/18/2013,22,1,22
SO72495,2112,295,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72495,2112,104,12/6/2013,12/13/2013,12/18/2013,10,1,10
SO72495,2112,277,12/6/2013,12/13/2013,12/18/2013,54,1,54
SO72496,17298,165,12/6/2013,12/13/2013,12/18/2013,2384,1,2384
SO72496,17298,166,12/6/2013,12/13/2013,12/18/2013,9,1,9
SO72497,15682,147,12/6/2013,12/13/2013,12/18/2013,742,1,742
SO72498,12075,160,12/6/2013,12/13/2013,12/18/2013,2384,1,2384
SO72498,12075,233,12/6/2013,12/13/2013,12/18/2013,24,1,24
SO72498,12075,246,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72499,9745,129,12/6/2013,12/13/2013,12/18/2013,540,1,540
SO72499,9745,280,12/6/2013,12/13/2013,12/18/2013,9,1,9
SO72500,13322,129,12/6/2013,12/13/2013,12/18/2013,540,1,540
SO72500,13322,105,12/6/2013,12/13/2013,12/18/2013,9,1,9
SO72501,10924,133,12/6/2013,12/13/2013,12/18/2013,1120,1,1120
SO72502,3889,132,12/6/2013,12/13/2013,12/18/2013,1120,1,1120
SO72502,3889,275,12/6/2013,12/13/2013,12/18/2013,54,1,54
SO72502,3889,233,12/6/2013,12/13/2013,12/18/2013,24,1,24
SO72503,7526,135,12/6/2013,12/13/2013,12/18/2013,1701,1,1701
SO72503,7526,246,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72504,7981,138,12/6/2013,12/13/2013,12/18/2013,1701,1,1701
SO72504,7981,250,12/6/2013,12/13/2013,12/18/2013,50,1,50
SO72505,7999,138,12/6/2013,12/13/2013,12/18/2013,1701,1,1701
SO72505,7999,286,12/6/2013,12/13/2013,12/18/2013,25,1,25
SO72505,7999,290,12/6/2013,12/13/2013,12/18/2013,4,1,4
SO72505,7999,247,12/6/2013,12/13/2013,12/18/2013,55,1,55
SO72506,7804,138,12/6/2013,12/13/2013,12/18/2013,1701,1,1701
SO72506,7804,249,12/6/2013,12/13/2013,12/18/2013,50,1,50
SO72507,11619,138,12/6/2013,12/13/2013,12/18/2013,1701,1,1701
SO72508,14583,132,12/6/2013,12/13/2013,12/18/2013,1120,1,1120
SO72508,14583,166,12/6/2013,12/13/2013,12/18/2013,9,1,9
SO72508,14583,246,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72509,17475,126,12/6/2013,12/13/2013,12/18/2013,540,1,540
SO72509,17475,285,12/6/2013,12/13/2013,12/18/2013,21,1,21
SO72509,17475,290,12/6/2013,12/13/2013,12/18/2013,4,1,4
SO72510,14553,127,12/6/2013,12/13/2013,12/18/2013,540,1,540
SO72510,14553,105,12/6/2013,12/13/2013,12/18/2013,9,1,9
SO72510,14553,295,12/6/2013,12/13/2013,12/18/2013,5,1,5
SO72511,2258,164,12/6/2013,12/13/2013,12/18/2013,2384,1,2384
SO72511,2258,246,12/6/2013,12/13/2013,12/18/2013,35,1,35
SO72512,4131,145,12/6/2013,12/13/2013,12/18/2013,742,1,742
SO72513,17121,128,12/6/2013,12/13/2013,12/18/2013,540,1,540
SO72514,13593,135,12/7/2013,12/14/2013,12/19/2013,1701,1,1701
SO72514,13593,295,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72514,13593,105,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72515,6235,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72515,6235,283,12/7/2013,12/14/2013,12/19/2013,30,1,30
SO72515,6235,259,12/7/2013,12/14/2013,12/19/2013,2,1,2
SO72516,13377,295,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72517,2669,168,12/7/2013,12/14/2013,12/19/2013,8,1,8
SO72518,1352,235,12/7/2013,12/14/2013,12/19/2013,24,1,24
SO72519,8624,288,12/7/2013,12/14/2013,12/19/2013,29,1,29
SO72519,8624,291,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72519,8624,246,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72519,8624,235,12/7/2013,12/14/2013,12/19/2013,24,1,24
SO72520,8475,116,12/7/2013,12/14/2013,12/19/2013,769,1,769
SO72520,8475,283,12/7/2013,12/14/2013,12/19/2013,30,1,30
SO72520,8475,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72520,8475,259,12/7/2013,12/14/2013,12/19/2013,2,1,2
SO72521,4621,121,12/7/2013,12/14/2013,12/19/2013,2295,1,2295
SO72521,4621,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72521,4621,284,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72521,4621,174,12/7/2013,12/14/2013,12/19/2013,22,1,22
SO72521,4621,233,12/7/2013,12/14/2013,12/19/2013,24,1,24
SO72522,17761,286,12/7/2013,12/14/2013,12/19/2013,25,1,25
SO72522,17761,290,12/7/2013,12/14/2013,12/19/2013,4,1,4
SO72523,14377,287,12/7/2013,12/14/2013,12/19/2013,33,1,33
SO72524,15244,282,12/7/2013,12/14/2013,12/19/2013,25,1,25
SO72524,15244,259,12/7/2013,12/14/2013,12/19/2013,2,1,2
SO72525,8871,283,12/7/2013,12/14/2013,12/19/2013,30,1,30
SO72525,8871,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72525,8871,259,12/7/2013,12/14/2013,12/19/2013,2,1,2
SO72526,1917,283,12/7/2013,12/14/2013,12/19/2013,30,1,30
SO72527,263,283,12/7/2013,12/14/2013,12/19/2013,30,1,30
SO72527,263,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72527,263,235,12/7/2013,12/14/2013,12/19/2013,24,1,24
SO72527,263,246,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72528,13261,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72528,13261,283,12/7/2013,12/14/2013,12/19/2013,30,1,30
SO72528,13261,104,12/7/2013,12/14/2013,12/19/2013,10,1,10
SO72529,9541,104,12/7/2013,12/14/2013,12/19/2013,10,1,10
SO72530,9522,104,12/7/2013,12/14/2013,12/19/2013,10,1,10
SO72530,9522,295,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72530,9522,259,12/7/2013,12/14/2013,12/19/2013,2,1,2
SO72530,9522,168,12/7/2013,12/14/2013,12/19/2013,8,1,8
SO72531,5859,295,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72532,5807,295,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72532,5807,251,12/7/2013,12/14/2013,12/19/2013,50,1,50
SO72533,4359,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72533,4359,244,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72534,3765,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72534,3765,259,12/7/2013,12/14/2013,12/19/2013,2,1,2
SO72535,9774,174,12/7/2013,12/14/2013,12/19/2013,22,1,22
SO72535,9774,166,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72536,6639,283,12/7/2013,12/14/2013,12/19/2013,30,1,30
SO72536,6639,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72536,6639,246,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72537,3188,290,12/7/2013,12/14/2013,12/19/2013,4,1,4
SO72537,3188,287,12/7/2013,12/14/2013,12/19/2013,33,1,33
SO72538,5942,282,12/7/2013,12/14/2013,12/19/2013,25,1,25
SO72538,5942,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72538,5942,244,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72539,12972,295,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72539,12972,246,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72539,12972,250,12/7/2013,12/14/2013,12/19/2013,50,1,50
SO72539,12972,166,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72540,11475,295,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72540,11475,280,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72541,12618,283,12/7/2013,12/14/2013,12/19/2013,30,1,30
SO72541,12618,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72542,1593,288,12/7/2013,12/14/2013,12/19/2013,29,1,29
SO72542,1593,291,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72542,1593,166,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72543,13217,295,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72543,13217,244,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72543,13217,166,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72544,727,284,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72544,727,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72544,727,174,12/7/2013,12/14/2013,12/19/2013,22,1,22
SO72544,727,292,12/7/2013,12/14/2013,12/19/2013,64,1,64
SO72544,727,245,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72545,5230,107,12/7/2013,12/14/2013,12/19/2013,540,1,540
SO72545,5230,282,12/7/2013,12/14/2013,12/19/2013,25,1,25
SO72545,5230,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72545,5230,259,12/7/2013,12/14/2013,12/19/2013,2,1,2
SO72546,7515,124,12/7/2013,12/14/2013,12/19/2013,2320,1,2320
SO72546,7515,104,12/7/2013,12/14/2013,12/19/2013,10,1,10
SO72546,7515,295,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72546,7515,247,12/7/2013,12/14/2013,12/19/2013,55,1,55
SO72547,7520,124,12/7/2013,12/14/2013,12/19/2013,2320,1,2320
SO72547,7520,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72547,7520,284,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72547,7520,259,12/7/2013,12/14/2013,12/19/2013,2,1,2
SO72548,4423,118,12/7/2013,12/14/2013,12/19/2013,769,1,769
SO72548,4423,174,12/7/2013,12/14/2013,12/19/2013,22,1,22
SO72548,4423,244,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72548,4423,233,12/7/2013,12/14/2013,12/19/2013,24,1,24
SO72549,2483,122,12/7/2013,12/14/2013,12/19/2013,2295,1,2295
SO72549,2483,174,12/7/2013,12/14/2013,12/19/2013,22,1,22
SO72549,2483,259,12/7/2013,12/14/2013,12/19/2013,2,1,2
SO72550,7421,122,12/7/2013,12/14/2013,12/19/2013,2295,1,2295
SO72550,7421,260,12/7/2013,12/14/2013,12/19/2013,120,1,120
SO72551,9709,121,12/7/2013,12/14/2013,12/19/2013,2295,1,2295
SO72551,9709,284,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72551,9709,289,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72552,7433,125,12/7/2013,12/14/2013,12/19/2013,2320,1,2320
SO72552,7433,166,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72552,7433,174,12/7/2013,12/14/2013,12/19/2013,22,1,22
SO72553,7436,124,12/7/2013,12/14/2013,12/19/2013,2320,1,2320
SO72553,7436,174,12/7/2013,12/14/2013,12/19/2013,22,1,22
SO72553,7436,244,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72554,7479,121,12/7/2013,12/14/2013,12/19/2013,2295,1,2295
SO72554,7479,174,12/7/2013,12/14/2013,12/19/2013,22,1,22
SO72554,7479,293,12/7/2013,12/14/2013,12/19/2013,64,1,64
SO72555,7458,133,12/7/2013,12/14/2013,12/19/2013,1120,1,1120
SO72555,7458,290,12/7/2013,12/14/2013,12/19/2013,4,1,4
SO72555,7458,286,12/7/2013,12/14/2013,12/19/2013,25,1,25
SO72555,7458,244,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72555,7458,294,12/7/2013,12/14/2013,12/19/2013,64,1,64
SO72556,7462,132,12/7/2013,12/14/2013,12/19/2013,1120,1,1120
SO72556,7462,286,12/7/2013,12/14/2013,12/19/2013,25,1,25
SO72556,7462,235,12/7/2013,12/14/2013,12/19/2013,24,1,24
SO72557,16697,133,12/7/2013,12/14/2013,12/19/2013,1120,1,1120
SO72557,16697,276,12/7/2013,12/14/2013,12/19/2013,54,1,54
SO72557,16697,166,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72558,16698,132,12/7/2013,12/14/2013,12/19/2013,1120,1,1120
SO72559,16487,129,12/7/2013,12/14/2013,12/19/2013,540,1,540
SO72559,16487,105,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72559,16487,295,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72559,16487,244,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72560,16716,130,12/7/2013,12/14/2013,12/19/2013,1120,1,1120
SO72560,16716,286,12/7/2013,12/14/2013,12/19/2013,25,1,25
SO72560,16716,259,12/7/2013,12/14/2013,12/19/2013,2,1,2
SO72561,5608,121,12/7/2013,12/14/2013,12/19/2013,2295,1,2295
SO72561,5608,174,12/7/2013,12/14/2013,12/19/2013,22,1,22
SO72561,5608,259,12/7/2013,12/14/2013,12/19/2013,2,1,2
SO72562,6335,117,12/7/2013,12/14/2013,12/19/2013,769,1,769
SO72563,15299,156,12/7/2013,12/14/2013,12/19/2013,1215,1,1215
SO72563,15299,278,12/7/2013,12/14/2013,12/19/2013,54,1,54
SO72564,17155,164,12/7/2013,12/14/2013,12/19/2013,2384,1,2384
SO72564,17155,279,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72565,17157,159,12/7/2013,12/14/2013,12/19/2013,2384,1,2384
SO72565,17157,245,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72566,4568,162,12/7/2013,12/14/2013,12/19/2013,2384,1,2384
SO72566,4568,105,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72567,4567,164,12/7/2013,12/14/2013,12/19/2013,2384,1,2384
SO72567,4567,288,12/7/2013,12/14/2013,12/19/2013,29,1,29
SO72567,4567,291,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72567,4567,247,12/7/2013,12/14/2013,12/19/2013,55,1,55
SO72567,4567,166,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72568,13389,126,12/7/2013,12/14/2013,12/19/2013,540,1,540
SO72568,13389,105,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72568,13389,295,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72568,13389,245,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72569,12874,127,12/7/2013,12/14/2013,12/19/2013,540,1,540
SO72569,12874,290,12/7/2013,12/14/2013,12/19/2013,4,1,4
SO72569,12874,285,12/7/2013,12/14/2013,12/19/2013,21,1,21
SO72569,12874,292,12/7/2013,12/14/2013,12/19/2013,64,1,64
SO72570,12896,129,12/7/2013,12/14/2013,12/19/2013,540,1,540
SO72571,12879,128,12/7/2013,12/14/2013,12/19/2013,540,1,540
SO72571,12879,295,12/7/2013,12/14/2013,12/19/2013,5,1,5
SO72571,12879,105,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72571,12879,246,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72572,11153,132,12/7/2013,12/14/2013,12/19/2013,1120,1,1120
SO72572,11153,245,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72572,11153,250,12/7/2013,12/14/2013,12/19/2013,50,1,50
SO72573,10149,133,12/7/2013,12/14/2013,12/19/2013,1120,1,1120
SO72573,10149,277,12/7/2013,12/14/2013,12/19/2013,54,1,54
SO72574,8358,138,12/7/2013,12/14/2013,12/19/2013,1701,1,1701
SO72574,8358,275,12/7/2013,12/14/2013,12/19/2013,54,1,54
SO72574,8358,233,12/7/2013,12/14/2013,12/19/2013,24,1,24
SO72575,15985,138,12/7/2013,12/14/2013,12/19/2013,1701,1,1701
SO72575,15985,290,12/7/2013,12/14/2013,12/19/2013,4,1,4
SO72575,15985,286,12/7/2013,12/14/2013,12/19/2013,25,1,25
SO72575,15985,246,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72576,8296,137,12/7/2013,12/14/2013,12/19/2013,1701,1,1701
SO72577,11603,136,12/7/2013,12/14/2013,12/19/2013,1701,1,1701
SO72577,11603,275,12/7/2013,12/14/2013,12/19/2013,54,1,54
SO72578,3775,128,12/7/2013,12/14/2013,12/19/2013,540,1,540
SO72578,3775,285,12/7/2013,12/14/2013,12/19/2013,21,1,21
SO72579,13058,127,12/7/2013,12/14/2013,12/19/2013,540,1,540
SO72579,13058,244,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72580,1223,163,12/7/2013,12/14/2013,12/19/2013,2384,1,2384
SO72580,1223,166,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72580,1223,246,12/7/2013,12/14/2013,12/19/2013,35,1,35
SO72581,3263,155,12/7/2013,12/14/2013,12/19/2013,1215,1,1215
SO72581,3263,166,12/7/2013,12/14/2013,12/19/2013,9,1,9
SO72582,10391,283,12/8/2013,12/15/2013,12/20/2013,30,1,30
SO72582,10391,259,12/8/2013,12/15/2013,12/20/2013,2,1,2
SO72583,8962,285,12/8/2013,12/15/2013,12/20/2013,21,1,21
SO72583,8962,292,12/8/2013,12/15/2013,12/20/2013,64,1,64
SO72583,8962,290,12/8/2013,12/15/2013,12/20/2013,4,1,4
SO72584,13892,289,12/8/2013,12/15/2013,12/20/2013,5,1,5
SO72585,12309,291,12/8/2013,12/15/2013,12/20/2013,5,1,5
SO72586,6060,276,12/8/2013,12/15/2013,12/20/2013,54,1,54
SO72587,9932,140,12/8/2013,12/15/2013,12/20/2013,2443,1,2443
SO72587,9932,290,12/8/2013,12/15/2013,12/20/2013,4,1,4
SO72587,9932,287,12/8/2013,12/15/2013,12/20/2013,33,1,33
SO72587,9932,259,12/8/2013,12/15/2013,12/20/2013,2,1,2
SO72587,9932,168,12/8/2013,12/15/2013,12/20/2013,8,1,8
SO72588,11837,121,12/8/2013,12/15/2013,12/20/2013,2295,1,2295
SO72588,11837,284,12/8/2013,12/15/2013,12/20/2013,35,1,35
SO72588,11837,289,12/8/2013,12/15/2013,12/20/2013,5,1,5
SO72589,15389,125,12/8/2013,12/15/2013,12/20/2013,2320,1,2320
SO72589,15389,245,12/8/2013,12/15/2013,12/20/2013,35,1,35
SO72590,8455,125,12/8/2013,12/15/2013,12/20/2013,2320,1,2320
SO72590,8455,174,12/8/2013,12/15/2013,12/20/2013,22,1,22
SO72590,8455,276,12/8/2013,12/15/2013,12/20/2013,54,1,54
SO72591,10543,120,12/8/2013,12/15/2013,12/20/2013,2295,1,2295
SO72591,10543,245,12/8/2013,12/15/2013,12/20/2013,35,1,35
SO72592,11801,123,12/8/2013,12/15/2013,12/20/2013,2320,1,2320
SO72592,11801,284,12/8/2013,12/15/2013,12/20/2013,35,1,35
SO72592,11801,289,12/8/2013,12/15/2013,12/20/2013,5,1,5
SO72593,6779,120,12/8/2013,12/15/2013,12/20/2013,2295,1,2295
SO72593,6779,260,12/8/2013,12/15/2013,12/20/2013,120,1,120
SO72593,6779,166,12/8/2013,12/15/2013,12/20/2013,9,1,9
SO72594,8341,125,12/8/2013,12/15/2013,12/20/2013,2320,1,2320
SO72594,8341,284,12/8/2013,12/15/2013,12/20/2013,35,1,35
SO72594,8341,289,12/8/2013,12/15/2013,12/20/2013,5,1,5
SO72594,8341,166,12/8/2013,12/15/2013,12/20/2013,9,1,9
SO72594,8341,174,12/8/2013,12/15/2013,12/20/2013,22,1,22
SO72595,5260,110,12/8/2013,12/15/2013,12/20/2013,540,1,540
SO72595,5260,245,12/8/2013,12/15/2013,12/20/2013,35,1,35
SO72596,504,259,12/8/2013,12/15/2013,12/20/2013,2,1,2
SO72597,1964,166,12/8/2013,12/15/2013,12/20/2013,9,1,9
SO72598,17338,291,12/8/2013,12/15/2013,12/20/2013,5,1,5
SO72598,17338,247,12/8/2013,12/15/2013,12/20/2013,55,1,55
SO72599,195,290,12/8/2013,12/15/2013,12/20/2013,4,1,4
SO72599,195,246,12/8/2013,12/15/2013,12/20/2013,35,1,35
SO72599,195,235,12/8/2013,12/15/2013,12/20/2013,24,1,24
SO72600,16391,291,12/8/2013,12/15/2013,12/20/2013,5,1,5
SO72600,16391,288,12/8/2013,12/15/2013,12/20/2013,29,1,29
SO72600,16391,105,12/8/2013,12/15/2013,12/20/2013,9,1,9
SO72600,16391,295,12/8/2013,12/15/2013,12/20/2013,5,1,5
SO72601,502,286,12/8/2013,12/15/2013,12/20/2013,25,1,25
SO72602,15073,282,12/8/2013,12/15/2013,12/20/2013,25,1,25
SO72603,10498,104,12/8/2013,12/15/2013,12/20/2013,10,1,10
SO72603,10498,295,12/8/2013,12/15/2013,12/20/2013,5,1,5
SO72603,10498,249,12/8/2013,12/15/2013,12/20/2013,50,1,50
SO72603,10498,234,12/8/2013,12/15/2013,12/20/2013,24,1,24
SO72604,9434,104,12/8/2013,12/15/2013,12/20/2013,10,1,10
SO72604,9434,295,12/8/2013,12/15/2013,12/20/2013,5,1,5
SO72604,9434,235,12/8/2013,12/15/2013,12/20/2013,24,1,24
SO72604,9434,244,12/8/2013,12/15/2013,12/20/2013,35,1,35
